word	sentiment
Kokainabhangigkeit	-1.0
Kokainmissbrauch	-1.0
Kokainsucht	-1.0
Koketterie	-0.7
Kolik	-1.0
Kollaps	-1.0
Kollateralschäden	-1.0
Kollege	0
Kollektivschuld	-1.0
Koller	-1.0
Kolonialherrschaft	-1.0
Kolonisation	0.7
Kolonisierung	0.7
Komfort	0.7
Kommentar	0
Kommies	-1.0
Kommission	0
Kommune	0
Komplex	-0.7
Kompliment	1.0
Konfettischwulenparaden	-1.0
Konfliktfähigkeit	1.0
Konfrontation	-1.0
Konfrontationstherapie	0.7
Kongress	0
Konjunkturaufschwung	0.7
Konkurrenzfähigkeit	0.7
Konsequenz	0.7
Konservierung	0.7
Konsilidieren	1.0
Konsolidation	1.0
Konsolidierung	1.0
Konsorten	-1.0
Konstituierung	0.7
Konsumrausch	-0.7
Kontaktarmut	-0.7
Kontaktfreude	0.7
Kontaktfreudigkeit	0.7
Kontaktlosigkeit	-1.0
Kontaktpflege	0.7
Kontaktschwierigkeiten	-0.7
Kontenance	0.7
Konzept	0
Konzeptionslosigkeit	-0.7
Konzeptlosigkeit	-0.7
Konzertgenuss	1.0
Konzession	0.7
Kopfschmerz	-1.0
Kopfschuss	-1.0
Kopftuch	-1.0
Kopftuchfrau	-1.0
Kopfverletzung	-0.7
Kopfweh	-1.0
Korrektheit	1.0
Korrupt	-1.0
Korrupte	-1.0
Korruptheit	-1.0
Korruption	-1.0
Kostbarkeit	1.0
Kosten	-0.7
Kostendruck	-0.7
Kostensteigerung	0.7
Kotz	-0.3
Kotz	-0.3
Kotzbrocken	-1.0
Kotzbrocken	-1.0
Krätze	-0.7
Krach	-1.0
Kraft	0.7
Kraftmeierei	-1.0
Kralle	-1.0
Krampf	-1.0
Krampfader	-1.0
Krampfanfall	-1.0
Krankengymnastik	0.7
Krankenversorgung	0.7
Krankheit	-1.0
Krankwerden	-1.0
Kratzer	-0.7
Kratzwunde	-0.7
Krawall	-1.0
Kreation	0.7
Kreativität	1.0
Kreatur	-1.0
Kreaturen	-0.7
Krebs	-1.0
Krebserkrankung	-1.0
Krebsgeschwür	-1.0
Krebsleiden	-1.0
Krebsvorsorge	0.7
Krebszelle	-1.0
Kreditbetrug	-0.7
Kreditgewährung	1.0
Kreditwürdigkeit	0.7
Kreis	0
Kreislaufkollaps	-1.0
Kreuzigung	-0.7
Kreuzzüge	-1.0
Kreuzzug	-1.0
Krieg	-1.0
Kriegsbegeisterung	-1.0
Kriegsbeute	-1.0
Kriegsgefahr	-1.0
Kriegsgefangenschaft	-1.0
Kriegsgräuel	-0.7
Kriegsgreuel	-0.7
Kriegsmaschinerie	-1.0
Kriegstreiber	-1.0
Kriegsverbrechen	-0.7
Kriegswirren	-0.7
Krimigranten	-1.0
Krimigranten-Quoten	-1.0
Krimigrantengewalt	-1.0
Kriminalität	-1.0
Kriminalitätsbelasteter	-1.0
Kriminalitätsrate	-1.0
Kriminelle/Terroristen	-1.0
Krise	-1.0
Krisenausschuss	1.0
Krisenstab	1.0
Krisenstimmung	-0.7
Krisis	-1.0
Kriterium	0
Kritik	-0.7
Krueppel	-1.0
Kuckucksei	-0.7
Kuddelmuddel	-1.0
Kuffnucke	-1.0
Kugel	0
Kugelhagel	-1.0
Kultivierung	0.7
Kulturerbe	0.7
Kulturgenuss	1.0
Kulturkampf	-0.7
Kulturschatz	0.7
Kulturschock	-1.0
Kummer	-1.0
Kumpanei	-0.7
Kundenbetreuung	-1.0
Kundenfeindlichkeit	-1.0
Kundenfreundlichkeit	1.0
Kunstgenuss	1.0
Kur	0.7
Kuraufenthalt	0.7
Kurlaub	0.7
Kurtherapie	0.7
Kurzatmigkeit	-1.0
Kurzschluss	-0.7
Kurzschlusshandlung	-1.0
Kurzschlusstat	-1.0
Kurzschwanzdackel	-1.0
Kurzsichtigkeit	-0.7
Kurzweile	-1.0
LÜGENSENDER	-1.0
Lächerlichkeit	-1.0
Lähmung	-1.0
Lärm	-0.7
Lösung	0
Lösungsvorschlag	0.7
Lücke	0
Lüge	-1.0
Lügen-und	-1.0
Lügenbande	-1.0
Lügenmedien	-1.0
Lügenpresse	-1.0
Lügner	-1.0
Lügnerin	-1.0
LACHNUMMERN	-1.0
LUMP	-1.0
Laberarsch	-1.0
Labertrumpe	-1.0
Lachanfall	-1.0
Lachen	0.7
Lacher	0.7
Lachkrampf	-1.0
Lachnummer	-0.7
Ladungssicherung	0.7
Lahmheit	-0.7
Lahmsein	-0.7
Laien-Ministerin	-1.0
Lampenfieber	-1.0
LandderVollidioten	-1.0
Landeerlaubnis	0.7
Landesarbeitsgericht	0
Landesregierung	0
Landesverrat	-1.0
Landesverteidigung	0.7
Landesverweis	-1.0
Landfriedensbruch	-0.7
Landgericht	0
Landreform	1.0
Landtag	0
Landwirtschaftsreform	1.0
Langeweile	-1.0
Langmut	0.7
Langweiligkeit	-1.0
Laster	-1.0
Laune	-1.0
Lebensfähigkeit	0.7
Lebensfreude	1.0
Lebensgenuss	1.0
Lebensglück	1.0
Lebenslust	1.0
Lebensmüdigkeit	-1.0
Lebensmittelvergiftung	-1.0
Lebensmut	1.0
Lebensqualität	1.0
Lebensrecht	0.7
Leberentzündung	-1.0
Leberkrebs	-1.0
Legalisierung	0.7
Legalität	0.7
Legitimation	0.7
Legitimität	0.7
Lehrbefähigung	1.0
Lehre	-1.0
Lehrerausbildung	1.0
Lehrerbetreuung	-1.0
Lehrveranstaltung	0
Leibeigenschaft	-1.0
Leiche	-0.7
Leichnam	-0.7
Leichtfertigkeit	-0.7
Leichtgläubig	-0.7
Leichtheit	0.7
Leichtsinn	-1.0
Leid	-1.0
Leid_tragend	-1.0
Leid_tun	-1.0
Leiden	-1.0
Leidenschaft	1.0
Leider	-1.0
Leidtragenden	-1.0
Leistungsanspruch	0.7
Leistungsdruck	-0.7
Leistungssteigerung	0.7
Leistungsverweigerungen	-1.0
Leithäckerin	-1.0
Lektion	-1.0
Lepra	-1.0
Lernbehinderung	-1.0
Lesegenuss	1.0
Leser	0
Lesevergnügen	1.0
Lethargie	-1.0
Leuchtkraft	0.7
Leukämie	-1.0
Leute	0
Liberalisierung	1.0
Lichtblick	1.0
Liebe	1.0
Liebedienerei	1.0
Liebesbeziehung	1.0
Liebesdienst	0.7
Liebesheirat	0.7
Liebeskummer	-1.0
Lieblichkeit	1.0
Lieblingsbeschäftigung	1.0
Lieblingsfarbe	1.0
Lieblingsmusik	1.0
Lieblingsobjekt	1.0
Lieblingssache	1.0
Lieblingsschauspieler	1.0
Lieblosigkeit	-1.0
Liga	0
Linderung	0.7
Links-Grüne	-1.0
LinksGrün-zersetzter	-1.0
Linksextremismus-Problem	-1.0
Linksgestörte	-1.0
Linksradikalen	-1.0
Linksruck	-1.0
Linksversifften	-1.0
Lippenbekenntnis	0.7
Liquidation	-0.7
Liquidierung	-0.7
Liste	0
Lob	1.0
Lobbyisten	-1.0
Lobeshymne	1.0
Lobpreisung	1.0
Loch	-0.3
Lohnerhöhung	0.7
Lohnsteigerung	0.7
Lokführer-Streik	-1.0
Luder	-0.7
LuegenAfD	-1.0
Luftkampf	-0.7
Luftkrieg	-1.0
Luftreinhaltung	0.7
Lug	-1.0
Lugner	-1.0
Lump	-1.0
Lumpenpack	-1.0
Lungendurchschuss	-1.0
Lungenentzündung	-1.0
Lungenerkrankung	-1.0
Lungenkrankheit	-1.0
Lungenkrebs	-1.0
Lungenstiche	-1.0
Lungentuberkulose	-1.0
Lust	1.0
Lustlosigkeit	-1.0
Lutscher	-1.0
Lynchjustiz	-1.0
Mädchen	0
Mängelrüge	-1.0
Männerfeindlichkeit	-1.0
Männerfreundschaft	0.7
Männerhass	-1.0
Märchen	0
März	0
Mäulchenfalten	-1.0
Möchtegernbürgermeister	-1.0
Mörder	-1.0
Möse	-1.0
Mücke	-0.7
Mückenstich	-0.7
Müdigkeit	-0.7
Müll	-0.3
Müllbeseitigung	-1.0
Müllentsorgung	-1.0
Mülltonne	-1.0
Müllverbrennung	-1.0
Müllwirtschaft	-1.0
Mündigkeit	0.7
Mütterkur	0.7
MAASmänneken	-1.0
MACHTGEIL	-1.0
MENSCHHEIT	-1.0
METALLER	-1.0
MKS	-0.7
MOSLEMS	-1.0
MOSLEMS/ISLAM	-1.0
MOSLEMTERROR	-1.0
MS	-1.0
MSM-Abschaum	-1.0
MSM-Artikel	-1.0
MSM-Journaille	-1.0
MSM-Lügenbande	-1.0
MUSLIME	-1.0
MUSLIMISCHISLAMISTISCHER	-1.0
Machenschaft	-1.0
Machtanspruch	0.7
MachtdieGrenzendicht	-1.0
Machtergreifung	-1.0
Machterhalt	-0.7
Machterhaltung	-0.7
Machtgier	-1.0
Machtkampf	-0.7
Machtlosigkeit	-1.0
Machtpoker	-1.0
Machtspiel	-0.7
Machtverlust	-1.0
Machtwettkampf	-0.7
Machwerk	-1.0
Macke	-0.7
Mafia	-1.0
Mafiabande	-1.0
Magengeschwür	-1.0
Magenkrebs	-1.0
Magenschmerz	-1.0
Magersucht	-1.0
Mahlzeit	0
Mahngebühr	-1.0
Mahnung	-1.0
Majestätsbeleidigung	-1.0
Makaronifresser	-1.0
Makel	-0.7
Makellosigkeit	1.0
Malaria	-1.0
Maloche	-1.0
Mandelentzündung	-1.0
Mangel	-1.0
Mangelernährung	-1.0
Mangelerscheinung	-1.0
Mangelhaftigkeit	-1.0
Manie	-1.0
Manipulation	-0.7
Manipulierung	-0.7
Marionette	-0.7
Marter	-1.0
Martyrium	-1.0
Maschinenreparatur	1.0
Masern	-1.0
Masochismus	-1.0
Mass	0
Massage	0.7
Massaker	-0.7
Masse	-0.3
Masse	0
Masseneinwanderung	-1.0
Masseneiwanderung	-1.0
Massenhysterie	-1.0
Massenmord	-0.7
Massenschlägerei	-1.0
Massenvernichtung	-1.0
Massgenauigkeit	0.7
Masslosigkeit	-1.0
Massregelung	-1.0
Material	0
Matschbirne	-1.0
Mattheit	-0.7
Mattigkeit	-0.7
Maul	-1.0
Maul-_und_Klauenseuche	-0.7
Maulkorb	-0.7
Mauschelei	-1.0
Maut	0.0
Medienrummel	-0.7
Medienspektakel	0.7
Medikamenteneinnahme	-1.0
Medikamentenkonsum	-1.0
Medium	0
Mehl	0
Mehltau	-0.7
Meineid	-1.0
Meinung	0.0
Meinungsäusserungsverbot	-0.7
Meinungsfreiheit	0.7
Meinungsmache	-0.7
Meinungsstreit	-0.7
Meinungsverschiedenheit	-0.7
Meister	0.3
Meisterin	0.3
Melancholie	-1.0
Melanom	-1.0
Meldung	0
Meniskusentzündung	-1.0
Menschenfreundlichkeit	1.0
Menschenhandel	-0.7
Menschenliebe	1.0
Menschenrecht	0
Menschenrechtsverletzung	-1.0
Menschenschmuggel	-0.7
Menschlichkeit	1.0
Menstruationsbeschwerden	-1.0
Merkel-Blindenhund	-1.0
Merkel-Klicke	-1.0
Merkel-Propagandaschrott	-0.7
MerkelMussWeg	-1.0
MerkelReich	-1.0
Merkel_Muss_Weg	-1.0
Merkelland	-1.0
Merkelmussweg	-1.0
Merkelsopfer	-1.0
Merkelstäter	-1.0
Merkokratie	-1.0
Messe	0
Messer-und	-1.0
Messerangriffen	-1.0
Messerkampf	-0.7
Messerstecher	-1.0
Messerstecherei	-0.7
Messerstich	-0.7
Methadonprogramm	0.7
Meuchelmord	-0.7
Meuterei	-0.7
Mißgeburten	-1.0
Mief	-0.7
Mieter	0
Mieterhöhung	0.7
Mietsteigerung	0.7
Mietzinserhöhung	0.7
Migräne	-1.0
Migranten	-1.0
Migranten-Asylanten	-1.0
Migranten-Politik	-1.0
Migranten-Wahn	-1.0
Migranten-Wahnsinn	-1.0
Migranten/Moslem/Burka-freie	-1.0
Migrantenanteil	-1.0
Migrantenkinder	-1.0
Migrantenkriminalität	-1.0
Migrantenpack	-1.0
Milchschorf	-0.7
Milde	1.0
Milderung	0.7
Mildtätigkeit	1.0
Militärputsch	-0.7
Militärsanktion	-1.0
Militärschlag	-0.7
Militarisierung	-1.0
Million	0
Minderheit	0
Minderung	-0.7
Minderwertigkeitsgefühl	-1.0
Minderwertigkeitskomplex	-1.0
Mindestsicherung	0.7
Mindeststrafe	-1.0
Minenexplosion	-1.0
Mineralölsteuererhöhung	0.7
Minirenten	-1.0
Missbehagen	-1.0
Missbildung	-1.0
Missbrauch	-0.7
Missetat	-0.7
Missfallen	-1.0
Missgeburt	-1.0
Missgunst	-1.0
Misshandlung	-1.0
Missionarstochter	-0.3
Missmut	-1.0
Missstände	-1.0
Misstrauen	-1.0
Missvergnügen	-1.0
Mist	-1.0
Miststück	-1.0
Mistvolk	-1.0
Mitempfindung	1.0
Mitgefühl	1.0
Mitgliedsbetreuung	-1.0
Mitgliedstaat	0
Mitleid	1.0
Mitleid_erregend	-1.0
Mitleidenschaft	-0.7
Mitleidlosigkeit	-1.0
Mitmenschlichkeit	1.0
Mitschuld	-1.0
Mittelmässigkeit	-0.7
Mittelmaß	-1.0
Mittelohrentzündung	-1.0
Mobbing	-1.0
Modell	0
Modernisierung	0.7
Modernisierungspolitik	0.7
Mogelei	-1.0
Mogelpackung	-0.7
Monat	0
Mongo	-1.0
Monotonie	-1.0
Mord	-0.7
Mordanschlag	-0.7
Mordfall	-0.7
Mordgier	-1.0
Mordlust	-1.0
Mordmeldungen	-1.0
Mordtat	-0.7
Morphiumsucht	-1.0
Moskitostich	-0.7
Moslem	-0.7
Moslem-Brut	-1.0
Moslem=Islamist	-1.0
Moslemdreck	-1.0
Motivation	0.3
Motorschaden	-1.0
Muff	-0.7
Muffe	-1.0
Muffensausen	-1.0
Muffigkeit	-0.7
Mullahs	-0.7
Multiple_Sklerose	-1.0
Mumm	0.7
Mumps	-1.0
Murksel	-1.0
Muschpoke	-0.7
Muschpoke	-1.0
Museldiebe	-1.0
Muselmanen	-1.0
Museum	0
Musik	0
Musikgenuss	1.0
Muskelfaserriss	-0.7
Muskelgeschwulst	-1.0
Muskelkater	-1.0
Muskelkrampf	-1.0
Muskelverspannung	-0.7
Muslim	-0.7
MuslimBan	-1.0
Mut	1.0
Mutlosigkeit	-1.0
Mutter	0
Mutwilligkeit	-0.7
Nächstenliebe	1.0
Nützlichkeit	1.0
NORDISCHGLÄUBIGEN	-1.0
Nachbesserung	0.7
Nachbetreuung	-1.0
Nachfolger	0
Nachhaltigkeit	0.7
Nachholbedarf	-1.0
Nachlässigkeit	-0.7
Nachrüstung	-1.0
Nachsorge	-1.0
Nachsorgekur	0.7
Nacht	0
Nacht-und-Nebel-Aktion	-0.7
Nachteil	-1.0
Nachwuchsförderung	0.7
Nackenfett	-1.0
Nackenspeck	-1.0
Nafri	-1.0
Nafri-Antänzer	-1.0
Nagel	0
Nagelpilz	-0.7
Nahkampf	-0.7
Nahostkonflikt	-0.7
Nahrungsmittelallergie	-1.0
Naivität	-1.0
Namen	0
Narbe	-1.0
Nasenbeinbruch	-1.0
Nasenbluten	-1.0
Nation	0
Nationalsozialismus	-1.0
Naturgenuss	1.0
Naturrecht	0.7
Naturschönheit	0.7
Naturschutzaktion	0.7
Nazi	-1.0
Nazifilme	-1.0
Nazifreunde	-1.0
Nazimedien	-1.0
Nazis	-1.0
NazisRaus	-1.0
Nazischwein	-1.0
Nazitäter	-1.0
Naziterror	-1.0
Naziverhalten	-1.0
Neger	-1.0
Neid	-1.0
Neigung	1.0
Nekrophilie	-1.0
Neo	-1.0
Neonazi	-1.0
Nepotismus	-0.7
Nepp	-0.7
Nervenentzündung	-1.0
Nervenkollaps	-1.0
Nervenkrieg	-1.0
Nervenstärke	1.0
Nervenzusammenbruch	-1.0
Nervosität	-1.0
Nesselfieber	-1.0
Nettes	1.0
Nettigkeit	1.0
Netz	0
NetzDG-MAASmänneken	-1.0
Neuansiedlung	0.7
Neuaufnahme	0.7
Neuausrichtung	0.7
Neubeginn	0.7
Neubereifung	0.7
Neubildung	0.7
Neueinstellung	0.7
Neuentwicklung	0.7
Neuerung	0.7
Neuerwerbung	0.7
Neugier	0.7
Neugierde	0.7
Neugliederung	0.7
Neuland	-1.0
Neuordnung	0.7
Neuorganisation	0.7
Neuplanung	0.7
Neuregelung	0.7
Neurodermitis	-0.7
Neurose	-1.0
Neuverteilung	0.7
Newsletter	0
Nicht-Aufklärung	-0.7
Nicht-Deutschen	-1.0
Nichtdeutsche	-0.7
Nichteinhaltung	-1.0
Nichterfüllung	-1.0
Nichts	-0.7
Nichtsein	-0.7
Nichtskönner	-1.0
Nichtwissen	-1.0
Nichtwissens	-1.0
NieWiederSPD	-1.0
Niedergang	-0.3
Niedergeschlagenheit	-1.0
Niederlage	-1.0
Niederlassungsfreiheit	0.7
Niederreissung	-1.0
Niederträchtigkeit	-1.0
Niedertracht	-1.0
Nierenbeckenentzündung	-1.0
Nierenstein	-0.7
Nierenvergiftung	-1.0
Nigga	-1.0
Nigger	-1.0
Nikotinabhängigkeit	-1.0
Nikotinmissbrauch	-1.0
Nikotinsucht	-1.0
NoAfD	-1.0
NoCDU	-1.0
NoGrüne	-1.0
NoLinke	-1.0
Noblesse	1.0
Not	-1.0
Not_leidend	-0.7
Notarkammer	0
Notbremse	-1.0
Notstand	-1.0
Novelle	1.0
November	0
Null	-0.7
Nulltipper	-1.0
Nummer	0
Nutte	-1.0
Nuttensohn	-1.0
Nutzen	1.0
Nutzer	0
Nutzlosigkeit	-1.0
Nutzniessung	1.0
Nymphomanie	-1.0
OPFERs	-1.0
Ober-Schul-Versager	-1.0
Oberguru	-1.0
Oberhäuptling	-0.7
Oberschenkelhalsbruch	-1.0
Oberstufenreform	1.0
Obertrottel	-1.0
Obertrottel	-1.0
Objekt	0
Obsession	-1.0
Obst	0
Obszönität	-1.0
Odyssee	-0.7
Offenheit	1.0
Offensive	-1.0
Offerte	0.7
Ohnmächtigkeit	-1.0
Ohnmacht	-1.0
Ohnmachtsgefühl	-1.0
Ohrenschmerz	-1.0
Ohrenweh	-1.0
Ohrfeigen	-1.0
Ohrfeigenabstand	-1.0
Okkupation	-0.7
Oktober	0
Opfer	-1.0
Optimierung	0.7
Optimierungsvorschlag	0.7
Optimismus	1.0
Optimum	1.0
Orden	0
Ordnungssinn	1.0
Ordnungswidrigkeit	-0.7
Organisationsreform	1.0
Organisationstalent	0.7
Originalität	1.0
Ostblock	-0.7
Osteoporose	-1.0
Pöpelralle	-1.0
Pünktlichkeit	0.7
PKW	0
PSEUDO-Gutmensch	-1.0
Pack	-1.0
Pamphlete	-1.0
Panik	-1.0
Papagei	-1.0
Papier	0
Papst	0
Paradentose	-1.0
Paradox	-0.7
Paradoxie	-1.0
Paradoxon	-0.7
Parallelgesellschaften	-0.7
Paranoia	-1.0
Pardon	0.7
Parkplatz	0
Parlament	0
Parodontose	-1.0
Partei	0
Parteienstreit	-0.7
Parteienverdrossenheit	-1.0
Parteigründung	0.7
Parteisoldat	-1.0
Partisanenkrieg	-1.0
Partner	0
Partnerschaft	0.7
Pass	0
Passion	1.0
Passivität	-0.7
Passwort	0
Patient	0
Pech	-1.0
Pegida	-1.0
Pein	-1.0
Penalty	-0.7
Penetranz	-1.0
Penner	-1.0
Pep	1.0
Perestroika	0.7
Perfektheit	1.0
Perfektion	1.0
Perfektionierung	0.7
Perfidie	-1.0
Persönlichkeitsspaltung	-1.0
Persönlichkeitsstörung	-1.0
Personal	0
Personalabbau	-0.7
Pervers	-1.0
Perversion	-1.0
Perversität	-1.0
Pervertierung	-1.0
Pessimismus	-1.0
Pest	-1.0
Petersilienhochzeit	0.7
Pfad	0
Pfeife	-0.7
Pfeifersches_Drüsenfieber	-1.0
Pfiff	1.0
Pflanze	0
Pflanzenkrankheit	-0.7
Pflegebedürftigkeit	-1.0
Pflegeeltern	0
Pflegekind	0
Pflicht	0
Pflichtverletzung	-1.0
Phänomen	0
Phantomschmerz	-1.0
Philanthropie	1.0
Phlegma	-1.0
Phobie	-1.0
Phrasendreschern	-1.0
Physiotherapie	0.7
Piefke	-1.0
Pimpf	-0.3
Pisser	-1.0
pisser	-1.0
Plünderung	-1.0
Plackerei	-1.0
Plakat	0
Plan	0
Planungssicherheit	0.7
Planwirtschaft	-1.0
Platzangst	-1.0
Platzverweis	-1.0
Platzwunde	-0.7
Plausibilität	0.7
Pleite	-1.0
Pocken	-1.0
Pogrom	-0.7
Pogromnacht	-0.7
Polake	-1.0
Polaken	-1.0
Polemik	-1.0
Polit-Idioten	-1.0
Polit-Pfeifen	-1.0
Politidioten	-1.0
Politik-Arroganz	-1.0
Politikerköpfe	-1.0
Politpupe	-1.0
Politschauspieler	-0.7
Politschauspieler	-1.0
Polittusse	-1.0
Politverbrecher	-1.0
Polizeigewalt	-0.7
Pollenallergie	-1.0
Polyp	-1.0
Populismus	-1.0
Populist	-1.0
Pornografie	-0.7
Pornographie	-0.7
Postreform	1.0
Povioline	-1.0
Prädikat	0
Prägnanz	0.7
Präsident	0
Präzisieren	0.7
Präzisierung	0.7
Präzision	0.7
Prüderie	-1.0
Prügel	-0.7
Prügelei	-1.0
Pracht	0.7
Prahlerei	-1.0
Praktikum	1.0
Preisauftrieb	0.7
Preiserhöhung	0.7
Preisfreigabe	0.7
Preisreform	1.0
Preisstabilität	0.7
Prellung	-0.7
Pressefreiheit	0.7
Pressezensur	-0.7
Primaten	-1.0
Primitivität	-1.0
Prinzipientreue	0.7
Privileg	0.7
Problem	-1.0
Produkt	0
Produktinnovation	1.0
Produktion	0
Produktionssteigerung	0.7
Produktivitätssteigerung	0.7
Profilügnerin	-1.0
Profilneurose	-1.0
Programm	0
Projektbetreuung	-1.0
Projektleitung	-1.0
Prolle	-1.0
Propaganda	-1.0
Propaganda-TV	-1.0
Propagandainstitutionen	-0.7
Propagierung	1.0
Prophylaxe	0.7
Prosperität	1.0
Prostitution	-0.7
Protzerei	-1.0
Provinzialiät	-0.7
Provinzialismus	-0.7
Provokation	-1.0
Prunk	0.7
Pseudokanzlerin	-1.0
Pseudokrupp	-1.0
Psychoanalyse	0.7
Psychopathin	-1.0
Psychose	-1.0
Psychoterror	-1.0
Psychotherapie	0.7
Publikum	0
Publikumsgunst	1.0
Pudert	-1.0
Purismus	0.7
Pustel	-0.7
Putsch	-0.7
Qoutenweiber	-1.0
Quälerei	-0.7
Qual	-1.0
Qualität	0.7
Qualitätsmerkmal	0.7
Qualitätssicherung	0.7
Qualitätsverbesserung	0.7
Qualitätsverlust	-1.0
Qualitätverlust	-1.0
Quarantäne	-0.7
Querele	-0.7
Quetschung	-0.7
Qumranrollen	-1.0
RÜCKSTANDSLOS	-1.0
Ränke	-0.7
Ränkespiel	-1.0
Rätsel	0
Röteln	-1.0
Rübe	-0.3
Rückenmassage	0.7
Rückenschmerz	-1.0
Rückenschule	0.7
Rückeroberung	-0.7
Rückfall	-1.0
Rückgangsquote	-0.7
Rückgangsrate	-0.7
Rückgrat	0.7
Rücksichtslosigkeit	-1.0
Rückständigkeit	-1.0
Rücktritt	-0.7
Rüffel	-1.0
Rüge	-1.0
Rührung	1.0
Rüstung	-1.0
Rüstungsausgaben	-1.0
Rüstungsgeschäft	-0.7
Rüstungswettlauf	-1.0
REKTUM	-1.0
Rabatz	-1.0
Rache	-1.0
Racheakt	-1.0
Rachgier	-1.0
Rachsucht	-1.0
Rad	0
Radau	-1.0
Radikale	-0.7
Radikalisierung	-1.0
Radikalkur	0.7
Raffgier	-1.0
Raffinement	1.0
Raffzahn	-1.0
Rage	-1.0
Raketenangriff	-1.0
Randale	-1.0
Randalierer	-1.0
Rangelei	-0.7
Rapefugees	-1.0
Rapes	-1.0
Rappel	-1.0
Rarität	0.7
Raserei	-1.0
Rasse	-1.0
Rassenressentiment	-1.0
Rassenschande	-1.0
Rassentrennung	-1.0
Rassenunruhen	-0.7
Rassismus	-1.0
Rassist	-1.0
Rassisten	-1.0
Rassistischen	-1.0
Rastlosigkeit	-1.0
Rat	1.0
Ratifizierung	1.0
Rationalisierung	-0.7
Ratlosigkeit	-1.0
Ratte	-1.0
Rattenfänger	-1.0
Rattenpack	-1.0
Raubüberfall	-0.7
Raub	-1.0
Raubmord	-0.7
Raubtier	-1.0
Rauchen	0
Raucherbein	-1.0
Rauchvergiftung	-1.0
Rauferei	-1.0
Raum	0.7
Rauschgiftkriminalität	-1.0
Razzia	-0.7
Reaktorsicherheit	0.7
Realitätssinn	1.0
Realsatire	-0.7
Rebellion	-0.7
Rechnung	0
Recht	0.3
Rechtfertigung	0.7
Rechtlosigkeit	-0.7
Rechtmässigkeit	0.7
Rechtsanwalt	0
Rechtsbeschwerdegericht	0
Rechtsbeugung	-0.7
Rechtsbeugung	-1.0
Rechtsbruch	-0.7
Rechtschaffenheit	1.0
Rechtsempfinden	1.0
Rechtsfrieden	0.7
Rechtsgefühl	1.0
Rechtshilfe	0.7
Rechtsruck	-1.0
Rechtssache	0
Rechtssicherheit	0.7
Rechtsstreit	0
Rechtsunsicherheit	-0.7
Redlichkeit	1.0
Reduktionskur	0.7
Redundanz	-0.7
Reflex	-0.7
Reflexhandlung	-1.0
Reform	1.0
Reformation	0.7
Reformierung	1.0
Reformprogramm	0.7
Regeneration	0.7
Regierungsgewalt	-0.7
Regungslosigkeit	-1.0
Reha-Kur	0.7
Rehabilitationsprogramm	0.7
Rehabilitierungskur	0.7
Reibereien	-0.7
Reichsgründung	0.7
Reichstag	0
Reichsuniform	-1.0
Reife	1.0
Reihe	0.0
Reinhaltung	0.7
Reinlichkeit	1.0
Reinverlust	-1.0
Reisefieber	-1.0
Reiselust	1.0
Reisend	0
Reisethrombose	-1.0
Reiseveranstalter	0
Reisfresser	-1.0
Reiz	0.7
Reizbarkeit	-1.0
Reizgas	-0.7
Reizwort	-0.7
Rekonvaleszenz	0.7
Rekordhöhe	0.7
Religion	0
Religionskrieg	-1.0
Renovierung	0.7
Rente	0
Rentenanspruch	0.7
Rentenreform	1.0
Reparatur	1.0
Repressalie	-1.0
Repression	-1.0
Resistenz	0.7
Respekt	1.0
Ressentiment	-1.0
Ressentiments	-1.0
Rest	0
Restauration	0.7
Restaurierung	0.7
Restitution	0.7
Resultat	0
Retourkutsche	-1.0
Rettung	1.0
Rettungsaktion	0.7
Rettungsanker	0.7
Reue	-1.0
Revanche	-1.0
Revisionsgericht	0
Revitalisierung	0.7
Revolte	-0.7
Revolution	-0.7
Revolver	-1.0
Rheuma	-1.0
Richtigkeit	1.0
Rinderseuche	-0.7
Rinderwahnsinn	-0.7
Rippenbruch	-1.0
Rippenfellentzündung	-1.0
Risikofaktor	-0.7
Risikofraktion	-0.7
Rivalität	-1.0
Robustheit	0.7
Rodung	-1.0
Rosenhochzeit	0.7
Rosskur	0.7
Rotsperre	-1.0
Ruf	-0.7
Ruhe	0.7
Ruhelosigkeit	-1.0
Ruhestörung	-0.7
Ruin	-1.0
Runderneuerung	0.7
Rute	0
Säue	-1.0
Säuglingssterberate	-1.0
Säuglingssterblichkeit	-1.0
Söldner-Liga	-1.0
Sühne	0.7
Sünde	-0.7
Sündenbock	-0.7
Sündenerlass	0.7
Sündennachlass	0.7
Süsse	0.7
SCHEIßWETTER	-1.0
SCHEISSLAND	-1.0
SED-Führer	-1.0
SED-MERKEL	-1.0
SED-Parteisekretär	-1.0
SED-Parteisekretärin	-1.0
SED-STASI-Erbe	-1.0
SED-STASI-SEKTE	-1.0
SED-Staat	-1.0
SED-Stasi-Trulla	-1.0
SED-und	-1.0
SEEHOFER	-1.0
SPD-Null	-1.0
SS-Führer	-1.0
SS-Verbrecher	-1.0
STAATSMEDIEN	-1.0
STASI-Funktionäre	-1.0
STASI-Trulla	-1.0
Saal	0
Sabotage	-0.7
Saboteure	-0.7
Sachbeschädigung	-0.7
Sache	0
Sachverhalt	0
Sachzwang	-0.7
Sack	-1.0
Sack	0
Sackratte	-1.0
Sadismus	-1.0
Sakrileg	-0.7
Salmonellenvergiftung	-1.0
Salve	-1.0
